Nr;Color;Sensor0;Red0;Green0;Blue0;Intensity0;Sensor1;Red1;Green1;Blue1;Intensity1
127540;Empty;0;18;21;15;9;1;34;34;27;10
127541;Empty;0;18;20;15;5;1;34;34;27;10
127542;Empty;0;18;21;15;5;1;34;34;27;10
127543;Empty;0;18;21;15;5;1;34;34;26;10
127544;Empty;0;18;20;15;5;1;34;34;27;10
127545;Empty;0;18;20;15;5;1;34;34;27;10
127546;Empty;0;18;21;15;5;1;34;34;27;10
127547;Empty;0;18;21;15;5;1;34;34;27;10
127548;Empty;0;18;21;15;5;1;34;34;27;10
127549;Empty;0;18;21;15;5;1;34;34;26;10
127550;Empty;0;18;20;15;5;1;34;33;26;10
127551;Empty;0;18;20;15;5;1;34;34;27;10
127552;Empty;0;18;21;15;5;1;34;34;27;10
127553;Empty;0;18;21;15;5;1;34;34;27;10
127554;Empty;0;18;20;15;5;1;34;34;27;10
127555;Empty;0;18;20;15;5;1;34;34;27;10
127556;Empty;0;18;21;15;5;1;34;33;27;10
127557;Empty;0;18;20;15;5;1;34;33;26;10
127558;Empty;0;18;21;15;5;1;34;34;27;10
127559;Empty;0;18;21;15;5;1;34;34;27;10
127560;Empty;0;18;21;15;5;1;34;34;27;10
127561;Empty;0;18;21;15;5;1;34;34;26;10
127562;Empty;0;18;21;15;5;1;34;33;26;10
127563;Empty;0;18;21;15;11;1;34;33;26;10
127564;Empty;0;18;21;15;5;1;34;34;27;10
127565;Empty;0;18;21;15;5;1;34;34;27;10
127566;Empty;0;18;21;15;5;1;34;34;27;10
127567;Empty;0;18;21;15;5;1;34;34;27;10
127568;Empty;0;18;20;15;5;1;34;33;27;10
127569;Empty;0;18;21;15;5;1;34;33;26;10
127570;Empty;0;18;21;15;5;1;34;34;26;10
127571;Empty;0;18;21;15;5;1;34;34;26;10
127572;Empty;0;18;21;15;5;1;34;34;27;10
127573;Empty;0;18;21;15;5;1;34;34;26;10
127574;Empty;0;18;20;15;5;1;34;33;26;10
127575;Empty;0;18;21;15;5;1;34;34;26;10
127576;Empty;0;18;21;15;5;1;34;34;27;10
127577;Empty;0;18;21;15;5;1;34;34;27;10
127578;Empty;0;18;21;15;5;1;34;34;27;10
127579;Empty;0;18;21;15;5;1;34;34;23;10
127580;Empty;0;18;20;15;5;1;34;34;27;10
127581;Empty;0;18;20;15;5;1;34;33;27;10
127582;Empty;0;18;21;19;5;1;34;34;27;10
127583;Empty;0;18;21;15;5;1;34;34;26;10
127584;Empty;0;18;21;15;5;1;34;34;21;10
127585;Empty;0;18;21;15;5;1;34;34;27;10
127586;Empty;0;18;21;15;5;1;34;34;27;10
127587;Empty;0;18;20;15;5;1;34;33;26;10
127588;Empty;0;18;21;15;5;1;34;34;26;10
127589;Empty;0;18;21;15;7;1;34;34;27;10
127590;Empty;0;18;21;15;5;1;34;34;27;10
127591;Empty;0;18;21;15;5;1;39;34;27;10
127592;Empty;0;18;20;15;5;1;34;33;24;10
127593;Empty;0;18;20;15;5;1;34;34;26;10
127594;Empty;0;18;21;15;5;1;34;34;26;10
127595;Empty;0;18;21;15;5;1;34;34;27;10
127596;Empty;0;18;21;15;5;1;34;34;27;10
127597;Empty;0;18;21;15;5;1;34;34;27;10
127598;Empty;0;18;21;15;5;1;34;33;26;10
127599;Empty;0;18;20;15;5;1;34;34;27;10
127600;Empty;0;18;21;15;5;1;34;34;27;10
127601;Empty;0;18;21;15;5;1;34;34;27;10
127602;Empty;0;18;21;15;5;1;34;34;27;10
127603;Empty;0;18;21;15;5;1;34;34;27;10
127604;Empty;0;18;20;15;5;1;34;33;26;10
127605;Empty;0;18;20;15;5;1;34;33;26;10
127606;Empty;0;18;21;15;5;1;34;34;26;10
127607;Empty;0;18;20;15;5;1;34;34;27;10
127608;Empty;0;18;21;15;5;1;34;34;27;10
127609;Empty;0;18;21;15;5;1;34;34;27;10
127610;Empty;0;18;21;15;5;1;34;34;26;10
127611;Empty;0;18;20;15;5;1;34;33;26;10
127612;Empty;0;18;21;15;5;1;34;34;27;10
127613;Empty;0;18;21;15;5;1;34;34;27;10
127614;Empty;0;18;21;15;5;1;34;34;27;10
127615;Empty;0;18;21;15;5;1;34;34;27;10
127616;Empty;0;18;20;15;5;1;34;34;26;10
127617;Empty;0;18;20;15;5;1;34;33;26;10
127618;Empty;0;18;20;15;5;1;34;34;27;10
127619;Empty;0;18;21;15;5;1;34;34;27;10
127620;Empty;0;18;21;15;5;1;34;34;27;10
127621;Empty;0;18;21;15;5;1;34;34;26;10
127622;Empty;0;18;20;15;5;1;34;34;27;10
127623;Empty;0;18;20;15;5;1;34;34;26;10
127624;Empty;0;18;21;15;5;1;34;34;27;10
127625;Empty;0;18;21;15;5;1;34;34;27;10
127626;Empty;0;18;21;15;5;1;34;34;26;10
127627;Empty;0;18;21;15;5;1;34;34;27;10
127628;Empty;0;18;20;15;5;1;34;34;27;10
127629;Empty;0;18;20;15;5;1;34;33;27;10
127630;Empty;0;18;21;15;5;1;34;34;27;10
127631;Empty;0;18;21;15;5;1;34;34;27;10
127632;Empty;0;18;21;15;5;1;34;34;26;10
127633;Empty;0;18;21;15;5;1;34;34;26;10
127634;Empty;0;18;21;15;5;1;34;34;26;10
127635;Empty;0;18;20;15;5;1;34;33;26;10
127636;Empty;0;18;21;15;6;1;34;34;27;10
127637;Empty;0;18;21;15;5;1;34;34;27;10
127638;Empty;0;18;21;15;5;1;34;34;26;10
127639;Empty;0;18;21;15;5;1;34;34;27;10
127640;Empty;0;18;20;15;5;1;34;33;26;10
127641;Empty;0;18;20;15;5;1;34;33;26;10
127642;Empty;0;18;21;15;5;1;34;34;27;10
127643;Empty;0;18;21;15;5;1;34;34;27;10
127644;Empty;0;18;21;15;5;1;34;34;27;10
127645;Empty;0;18;21;15;5;1;34;34;26;10
127646;Empty;0;18;20;15;5;1;34;34;26;10
127647;Empty;0;18;21;15;5;1;34;33;27;10
127648;Empty;0;18;21;15;5;1;34;34;27;10
127649;Empty;0;18;21;15;5;1;34;34;26;10
127650;Empty;0;18;21;15;5;1;34;34;26;10
127651;Empty;0;18;21;15;5;1;34;34;26;10
127652;Empty;0;18;20;15;5;1;34;34;27;10
127653;Empty;0;18;20;15;5;1;34;33;27;10
127654;Empty;0;18;21;15;5;1;34;34;27;10
127655;Empty;0;18;21;15;5;1;34;34;26;10
127656;Empty;0;18;21;15;5;1;34;34;27;10
127657;Empty;0;18;21;15;5;1;34;34;26;10
127658;Empty;0;18;21;15;5;1;34;33;26;10
127659;Empty;0;18;21;15;5;1;34;34;26;10
127660;Empty;0;18;21;15;5;1;34;34;26;10
127661;Empty;0;18;21;15;5;1;34;34;26;10
127662;Empty;0;18;21;13;5;1;34;34;27;10
127663;Empty;0;18;21;15;5;1;34;34;27;10
127664;Empty;0;18;21;15;5;1;34;33;27;10
127665;Empty;0;18;21;15;5;1;34;34;26;10
127666;Empty;0;18;21;15;5;1;34;34;26;10
127667;Empty;0;18;21;15;5;1;34;34;27;10
127668;Empty;0;18;21;15;5;1;34;34;27;10
127669;Empty;0;18;21;15;5;1;34;34;27;10
127670;Empty;0;18;20;15;5;1;34;33;26;10
127671;Empty;0;18;21;15;5;1;34;34;27;10
127672;Empty;0;18;21;15;5;1;34;34;27;10
127673;Empty;0;18;21;15;5;1;34;34;27;10
127674;Empty;0;18;21;15;5;1;34;34;26;10
127675;Empty;0;18;21;15;5;1;34;34;26;10
127676;Empty;0;18;21;15;5;1;34;34;26;10
127677;Empty;0;18;21;15;5;1;34;33;26;10
127678;Empty;0;18;21;15;5;1;34;28;27;10
127679;Empty;0;18;21;15;5;1;34;33;27;6
127680;Empty;0;18;21;15;5;1;34;34;27;10
127681;Empty;0;18;21;15;5;1;34;34;27;10
127682;Empty;0;18;20;15;5;1;34;34;27;10
127683;Empty;0;18;20;15;5;1;34;33;26;10
127684;Empty;0;18;21;15;5;1;34;34;27;10
127685;Empty;0;18;21;15;5;1;34;34;20;10
127686;Empty;0;18;21;15;5;1;34;34;27;10
127687;Empty;0;18;21;15;5;1;34;34;27;10
127688;Empty;0;18;20;15;5;1;34;33;26;10
127689;Empty;0;18;26;15;5;1;34;34;26;10
127690;Empty;0;18;21;15;5;1;34;34;27;10
127691;Empty;0;18;21;15;5;1;34;34;27;10
127692;Empty;0;18;21;15;5;1;34;34;27;10
127693;Empty;0;18;21;15;5;1;34;34;20;10
127694;Empty;0;18;20;15;5;1;34;33;26;10
127695;Empty;0;18;21;15;5;1;34;34;27;10
127696;Empty;0;18;21;15;5;1;34;34;27;10
127697;Empty;0;18;21;15;5;1;34;34;27;10
127698;Empty;0;18;21;15;5;1;34;34;27;10
127699;Empty;0;18;21;15;5;1;34;34;27;10
127700;Empty;0;18;21;15;5;1;34;33;26;10
127701;Empty;0;18;20;15;5;1;34;34;27;10
127702;Empty;0;18;21;15;5;1;34;34;27;10
127703;Empty;0;18;21;15;5;1;34;34;27;10
127704;Empty;0;18;21;15;5;1;34;34;27;10
127705;Empty;0;18;20;15;5;1;34;34;27;10
127706;Empty;0;18;20;15;5;1;34;33;26;10
127707;Empty;0;18;21;15;5;1;34;34;27;10
127708;Empty;0;18;20;15;5;1;34;34;27;10
127709;Empty;0;18;21;15;5;1;34;34;27;10
127710;Empty;0;18;21;15;5;1;34;34;27;10
127711;Empty;0;18;21;15;5;1;34;34;27;10
127712;Empty;0;18;21;15;5;1;34;34;27;10
127713;Empty;0;18;20;15;5;1;34;34;26;10
127714;Empty;0;18;20;15;5;1;34;34;27;10
127715;Empty;0;18;21;15;5;1;34;34;27;10
127716;Empty;0;18;21;15;5;1;34;34;27;10
127717;Empty;0;18;21;15;5;1;34;34;27;10
127718;Empty;0;18;20;15;5;1;34;33;27;10
127719;Empty;0;18;20;15;5;1;34;34;26;10
127720;Empty;0;18;20;15;5;1;34;34;27;10
127721;Empty;0;18;21;15;5;1;34;34;26;10
127722;Empty;0;18;21;15;5;1;34;34;27;10
127723;Empty;0;18;21;15;5;1;34;34;27;10
127724;Empty;0;18;21;15;5;1;34;34;26;10
127725;Empty;0;18;21;15;5;1;34;34;26;10
127726;Empty;0;18;21;15;5;1;34;34;27;10
127727;Empty;0;18;21;15;5;1;34;34;27;10
127728;Empty;0;18;21;15;5;1;34;34;27;10
127729;Empty;0;18;21;15;5;1;34;34;26;10
127730;Empty;0;18;21;15;5;1;34;34;26;10
127731;Empty;0;18;20;15;5;1;34;33;27;10
127732;Empty;0;18;20;15;5;1;34;34;27;10
127733;Empty;0;18;21;23;5;1;34;34;27;10
127734;Empty;0;18;22;15;5;1;34;34;27;10
127735;Empty;0;18;21;15;5;1;34;34;27;10
127736;Empty;0;18;20;15;5;1;34;33;26;10
127737;Empty;0;18;20;15;5;1;34;33;27;10
127738;Empty;0;18;20;15;5;1;34;34;27;10
127739;Empty;0;18;21;15;5;1;34;34;27;10
127740;Empty;0;18;21;15;5;1;34;34;27;10
127741;Empty;0;18;21;23;5;1;34;34;27;10
127742;Empty;0;18;20;15;5;1;34;33;27;10
127743;Empty;0;18;20;15;5;1;34;34;27;10
127744;Empty;0;18;20;15;5;1;34;33;27;10
127745;Empty;0;18;21;15;5;1;34;34;27;12
127746;Empty;0;18;21;15;5;1;34;34;27;10
127747;Empty;0;18;21;15;5;1;34;34;27;10
127748;Empty;0;18;21;15;5;1;34;33;26;10
127749;Empty;0;18;20;15;5;1;34;38;26;10
127750;Empty;0;18;21;15;5;1;34;34;26;10
127751;Empty;0;18;20;15;5;1;34;34;26;10
127752;Empty;0;18;21;15;5;1;34;34;27;10
127753;Empty;0;18;21;15;5;1;34;34;27;10
127754;Empty;0;18;21;15;5;1;34;27;26;10
127755;Empty;0;18;20;15;5;1;34;34;26;10
127756;Empty;0;18;20;15;5;1;34;34;27;10
127757;Empty;0;18;21;15;5;1;34;34;27;10
127758;Empty;0;18;20;15;5;1;34;34;27;10
127759;Empty;0;18;21;15;5;1;34;34;27;10
127760;Empty;0;18;21;15;5;1;34;33;26;10
127761;Empty;0;18;21;15;5;1;34;34;26;10
127762;Empty;0;18;21;15;5;1;34;34;27;10
127763;Empty;0;18;21;15;5;1;34;34;27;10
127764;Empty;0;18;21;15;5;1;34;34;27;10
127765;Empty;0;18;21;15;5;1;34;34;27;10
127766;Empty;0;18;20;15;5;1;34;33;26;10
127767;Empty;0;18;21;15;5;1;34;34;27;10
127768;Empty;0;18;20;15;5;1;34;34;26;10
127769;Empty;0;18;21;18;5;1;34;34;27;10
127770;Empty;0;18;21;15;5;1;34;34;27;10
127771;Empty;0;18;21;15;5;1;34;34;27;10
127772;Empty;0;18;21;15;5;1;34;34;27;10
127773;Empty;0;18;21;15;5;1;38;33;26;10
127774;Empty;0;18;20;15;5;1;34;34;27;10
127775;Empty;0;18;21;15;5;1;34;34;27;10
127776;Empty;0;18;21;15;5;1;34;34;27;10
127777;Empty;0;18;21;15;5;1;34;34;27;10
127778;Empty;0;18;21;15;5;1;34;34;26;10
127779;Empty;0;18;20;15;8;1;34;33;26;10
127780;Empty;0;18;20;15;5;1;34;34;27;10
127781;Empty;0;18;21;15;5;1;38;34;27;10
127782;Empty;0;18;21;15;5;1;34;34;27;10
127783;Empty;0;18;21;15;5;1;34;34;27;10
127784;Empty;0;17;20;15;5;1;34;34;27;10
127785;Empty;0;18;21;15;5;1;34;34;27;10
127786;Empty;0;18;20;15;5;1;34;34;26;10
127787;Empty;0;18;21;15;5;1;34;34;26;10
127788;Empty;0;18;21;15;5;1;34;34;26;10
127789;Empty;0;18;21;15;5;1;34;34;27;10
127790;Empty;0;18;20;15;5;1;34;34;26;10
127791;Empty;0;18;21;15;5;1;34;34;27;10
127792;Empty;0;18;20;15;5;1;34;33;27;10
127793;Empty;0;18;21;15;5;1;34;34;27;10
127794;Empty;0;18;21;15;5;1;34;34;26;10
127795;Empty;0;18;21;15;5;1;34;34;27;10
127796;Empty;0;18;21;15;5;1;34;34;27;10
127797;Empty;0;18;21;15;5;1;34;34;27;10
127798;Empty;0;18;20;15;5;1;34;28;26;10
127799;Empty;0;18;21;15;5;1;34;34;27;10
127800;Empty;0;18;21;15;5;1;34;34;26;10
127801;Empty;0;18;26;15;5;1;34;34;27;10
127802;Empty;0;18;20;15;5;1;34;33;26;10
127803;Empty;0;18;21;15;5;1;34;33;26;10
127804;Empty;0;18;21;15;5;1;34;34;26;10
127805;Empty;0;18;21;15;5;1;34;34;27;10
127806;Empty;0;18;21;15;5;1;34;34;26;10
127807;Empty;0;18;21;15;5;1;34;34;27;10
127808;Empty;0;18;20;15;5;1;34;33;27;10
127809;Empty;0;18;20;15;5;1;34;34;26;10
127810;Empty;0;18;21;15;5;1;34;34;27;10
127811;Empty;0;18;21;15;5;1;34;34;26;10
127812;Empty;0;18;21;15;5;1;34;34;26;10
127813;Empty;0;18;21;15;5;1;34;34;27;10
127814;Empty;0;18;15;15;5;1;34;33;26;10
127815;Empty;0;18;20;15;5;1;34;33;26;10
127816;Empty;0;18;20;15;5;1;34;34;27;10
127817;Empty;0;18;21;15;5;1;34;34;26;10
127818;Empty;0;18;21;15;5;1;34;34;27;10
127819;Empty;0;18;21;15;5;1;34;34;27;10
127820;Empty;0;19;20;15;5;1;34;33;27;10
127821;Empty;0;18;21;15;5;1;34;33;27;10
127822;Empty;0;18;20;15;5;1;34;34;27;10
127823;Empty;0;18;21;15;5;1;34;34;27;10
127824;Empty;0;18;21;15;5;1;34;34;27;10
127825;Empty;0;18;21;15;5;1;34;34;27;10
127826;Empty;0;18;20;15;5;1;34;33;27;10
127827;Empty;0;18;21;15;5;1;34;33;26;10
127828;Empty;0;18;20;15;5;1;34;34;27;10
127829;Empty;0;18;21;15;5;1;34;34;27;10
127830;Empty;0;18;21;15;5;1;34;34;27;10
127831;Empty;0;18;21;15;5;1;34;34;27;10
127832;Empty;0;18;21;15;5;1;34;33;26;10
127833;Empty;0;18;21;15;5;1;34;33;26;10
127834;Empty;0;18;21;15;5;1;34;34;27;10
127835;Empty;0;18;21;15;5;1;34;34;26;10
127836;Empty;0;18;21;15;5;1;34;34;26;10
127837;Empty;0;18;26;15;5;1;34;34;26;10
127838;Empty;0;18;20;15;5;1;34;34;26;10
127839;Empty;0;18;20;15;5;1;34;34;26;10
127840;Empty;0;18;21;15;5;1;34;34;27;10
127841;Empty;0;18;21;15;5;1;34;34;27;10
127842;Empty;0;18;16;15;5;1;34;34;26;10
127843;Empty;0;18;21;15;17;1;34;34;27;10
127844;Empty;0;18;21;15;5;1;34;34;27;10
127845;Empty;0;18;20;15;5;1;34;34;27;10
127846;Empty;0;18;21;15;5;1;34;34;27;10
127847;Empty;0;18;22;15;5;1;34;34;27;10
127848;Empty;0;18;21;15;5;1;34;34;27;10
127849;Empty;0;18;21;15;5;1;34;34;26;10
127850;Empty;0;18;20;15;5;1;34;34;27;10
127851;Empty;0;18;21;15;5;1;34;34;26;10
127852;Empty;0;18;21;15;5;1;34;34;27;10
127853;Empty;0;18;21;15;5;1;34;34;27;10
127854;Empty;0;18;21;15;5;1;34;34;27;10
127855;Empty;0;18;21;15;5;1;34;34;27;10
127856;Empty;0;18;21;15;5;1;34;34;26;10
127857;Empty;0;18;20;15;5;1;34;33;27;10
127858;Empty;0;18;21;15;5;1;40;34;27;10
127859;Empty;0;18;21;15;5;1;34;34;27;10
127860;Empty;0;18;21;15;5;1;34;33;27;10
127861;Empty;0;18;21;15;5;1;34;34;27;10
127862;Empty;0;18;20;15;5;1;34;33;26;10
127863;Empty;0;18;20;15;5;1;34;34;27;10
127864;Empty;0;18;20;15;5;1;34;34;27;10
127865;Empty;0;18;21;15;5;1;34;34;27;10
127866;Empty;0;18;21;15;5;1;34;34;27;10
127867;Empty;0;18;21;15;5;1;34;34;27;10
127868;Empty;0;18;21;15;5;1;34;33;26;10
127869;Empty;0;18;21;15;2;1;34;34;27;10
127870;Empty;0;18;21;15;5;1;34;34;27;10
127871;Empty;0;18;21;15;5;1;34;34;26;10
127872;Empty;0;18;21;15;5;1;34;34;27;10
127873;Empty;0;18;21;15;5;1;34;34;26;10
127874;Empty;0;15;20;15;5;1;34;33;26;10
127875;Empty;0;18;20;15;5;1;34;34;26;10
127876;Empty;0;18;21;15;5;1;34;34;27;10
127877;Empty;0;18;21;15;5;1;34;34;27;10
127878;Empty;0;18;21;15;5;1;34;30;27;10
127879;Empty;0;18;21;15;5;1;34;34;26;10
127880;Empty;0;18;20;15;5;1;34;33;27;10
127881;Empty;0;18;21;15;5;1;34;33;27;10
127882;Empty;0;18;20;15;5;1;34;34;27;10
127883;Empty;0;18;21;15;5;1;34;34;27;10
127884;Empty;0;18;20;15;5;1;34;34;27;10
127885;Empty;0;18;21;15;5;1;34;34;27;10
127886;Empty;0;18;23;15;5;1;34;33;26;10
127887;Empty;0;18;20;15;5;1;34;34;26;4
127888;Empty;0;18;20;15;5;1;34;34;27;10
127889;Empty;0;18;21;15;5;1;34;34;27;10
127890;Empty;0;18;21;15;5;1;34;34;27;10
127891;Empty;0;18;21;15;5;1;34;40;26;10
127892;Empty;0;18;20;15;5;1;34;33;26;10
127893;Empty;0;18;20;15;5;1;34;33;27;10
127894;Empty;0;18;20;15;5;1;34;34;26;10
127895;Empty;0;18;21;15;5;1;34;34;26;10
127896;Empty;0;18;21;15;5;1;34;34;27;10
127897;Empty;0;18;20;15;5;1;34;34;27;10
127898;Empty;0;18;21;15;5;1;34;34;26;10
127899;Empty;0;18;21;15;5;1;34;33;26;10
127900;Empty;0;18;21;15;5;1;34;34;27;10
127901;Empty;0;18;21;15;5;1;34;34;27;10
127902;Empty;0;18;21;15;5;1;34;34;27;10
127903;Empty;0;18;21;15;5;1;34;34;27;10
127904;Empty;0;18;20;15;5;1;34;29;26;10
127905;Empty;0;18;21;15;5;1;34;33;27;10
127906;Empty;0;18;20;15;5;1;34;34;27;10
127907;Empty;0;18;21;15;5;1;34;34;26;10
127908;Empty;0;18;21;15;5;1;34;34;27;10
127909;Empty;0;18;21;15;5;1;34;34;26;10
127910;Empty;0;18;21;15;5;1;34;34;27;10
127911;Empty;0;18;21;15;5;1;34;34;26;10
127912;Empty;0;18;20;15;5;1;34;34;27;10
127913;Empty;0;18;21;15;5;1;34;34;27;10
127914;Empty;0;18;21;15;6;1;34;34;27;10
127915;Empty;0;18;21;15;5;1;34;34;27;10
127916;Empty;0;18;21;15;5;1;34;33;26;10
127917;Empty;0;18;21;15;5;1;34;33;26;10
127918;Empty;0;18;20;15;5;1;34;34;27;10
127919;Empty;0;18;21;15;5;1;34;34;23;10
127920;Empty;0;18;21;15;5;1;34;34;27;10
127921;Empty;0;18;21;15;5;1;34;34;27;10
127922;Empty;0;18;20;15;5;1;34;34;27;10
127923;Empty;0;18;21;15;5;1;34;33;27;10
127924;Empty;0;18;20;15;5;1;34;34;26;10
127925;Empty;0;18;21;15;5;1;34;34;26;10
127926;Empty;0;18;20;15;5;1;34;34;27;10
127927;Empty;0;18;21;9;5;1;34;34;26;10
127928;Empty;0;18;21;15;5;1;34;34;27;10
127929;Empty;0;18;20;15;5;1;34;33;25;10
127930;Empty;0;18;21;15;5;1;34;34;27;10
127931;Empty;0;18;21;15;5;1;34;34;26;10
127932;Empty;0;18;21;15;5;1;34;34;27;10
127933;Empty;0;18;21;15;5;1;34;34;27;10
127934;Empty;0;18;20;15;5;1;34;33;26;10
127935;Empty;0;18;26;15;5;1;34;34;26;10
127936;Empty;0;18;21;15;5;1;34;34;27;10
127937;Empty;0;18;21;15;5;1;34;34;27;10
127938;Empty;0;18;21;15;5;1;34;34;27;10
127939;Empty;0;18;21;15;5;1;34;34;27;10
127940;Empty;0;18;20;15;5;1;34;34;27;10
127941;Empty;0;18;21;15;5;1;34;33;27;10
127942;Empty;0;18;21;15;5;1;34;34;26;10
127943;Empty;0;18;21;15;5;1;34;33;26;10
127944;Empty;0;18;21;15;5;1;34;34;26;10
127945;Empty;0;18;17;15;5;1;34;34;27;10
127946;Empty;0;18;21;15;5;1;34;33;26;10
127947;Empty;0;18;21;15;5;1;34;34;27;10
127948;Empty;0;18;21;15;5;1;34;34;26;10
127949;Empty;0;18;21;15;5;1;34;34;27;10
127950;Empty;0;18;21;15;5;1;34;39;27;10
127951;Empty;0;18;21;15;5;1;34;33;27;10
127952;Empty;0;18;21;15;5;1;34;34;26;10
127953;Empty;0;18;21;15;5;1;34;34;26;10
127954;Empty;0;18;21;15;5;1;34;34;27;10
127955;Empty;0;18;21;15;5;1;34;34;26;10
127956;Empty;0;18;24;15;5;1;34;34;27;10
127957;Empty;0;18;21;15;5;1;34;34;27;10
127958;Empty;0;18;20;15;5;1;34;30;26;10
127959;Empty;0;18;20;15;5;1;34;33;27;10
127960;Empty;0;18;21;15;5;1;34;34;27;10
127961;Empty;0;18;21;15;5;1;34;34;27;10
127962;Empty;0;18;21;15;5;1;34;34;27;10
127963;Empty;0;18;21;15;5;1;34;34;27;10
127964;Empty;0;18;20;15;5;1;34;34;27;10
127965;Empty;0;18;21;15;5;1;34;33;26;10
127966;Empty;0;18;20;15;5;1;34;34;27;10
127967;Empty;0;18;21;15;5;1;34;34;27;10
127968;Empty;0;18;21;15;5;1;34;34;27;10
127969;Empty;0;18;21;15;5;1;34;34;27;10
127970;Empty;0;18;21;15;5;1;34;33;26;10
127971;Empty;0;18;20;15;5;1;34;33;26;10
127972;Empty;0;18;21;15;5;1;34;34;27;10
127973;Empty;0;18;21;15;5;1;34;34;27;10
127974;Empty;0;18;20;15;5;1;34;34;26;10
127975;Empty;0;18;20;15;5;1;34;34;27;10
127976;Empty;0;18;20;15;5;1;34;33;26;10
127977;Empty;0;18;21;15;5;1;34;34;26;10
127978;Empty;0;18;21;15;5;1;34;34;26;10
127979;Empty;0;18;20;15;5;1;34;34;27;10
127980;Empty;0;18;21;15;5;1;34;34;27;11
127981;Empty;0;18;20;15;5;1;34;34;27;10
127982;Empty;0;18;21;15;5;1;34;33;26;10
127983;Empty;0;18;21;15;5;1;34;34;26;10
127984;Empty;0;18;20;15;5;1;34;34;27;10
127985;Empty;0;18;21;15;5;1;34;34;27;10
127986;Empty;0;18;21;15;5;1;34;34;26;10
127987;Empty;0;18;21;15;5;1;34;34;26;10
127988;Empty;0;18;21;15;5;1;34;34;26;10
127989;Empty;0;18;20;15;5;1;34;34;26;10
127990;Empty;0;18;20;15;5;1;34;34;27;10
127991;Empty;0;18;20;15;5;1;34;34;27;10
127992;Empty;0;18;21;15;5;1;34;34;26;10
127993;Empty;0;18;21;15;5;1;34;34;26;10
127994;Empty;0;18;20;15;5;1;34;34;26;10
127995;Empty;0;18;21;15;5;1;34;33;26;10
127996;Empty;0;18;20;15;5;1;34;34;27;10
127997;Empty;0;18;21;15;5;1;34;34;26;10
127998;Empty;0;18;21;15;5;1;34;34;27;10
127999;Empty;0;18;21;15;5;1;34;34;27;10
128000;Empty;0;18;13;15;5;1;34;33;27;10
128001;Empty;0;18;20;15;5;1;34;33;26;10
128002;Empty;0;18;20;15;5;1;34;34;26;10
128003;Empty;0;18;21;15;5;1;34;34;27;10
128004;Empty;0;18;21;15;5;1;34;34;27;10
128005;Empty;0;18;21;15;5;1;34;34;27;10
128006;Empty;0;18;21;15;5;1;34;34;27;10
128007;Empty;0;18;21;15;5;1;34;33;26;10
128008;Empty;0;18;21;15;5;1;34;34;27;10
128009;Empty;0;18;21;15;5;1;34;34;27;10
128010;Empty;0;18;21;15;5;1;34;34;27;10
128011;Empty;0;18;21;15;5;1;34;34;26;10
128012;Empty;0;18;20;15;5;1;34;34;26;10
128013;Empty;0;18;21;15;5;1;34;34;27;10
128014;Empty;0;18;20;15;8;1;34;34;26;10
128015;Empty;0;18;21;15;5;1;34;34;27;10
128016;Empty;0;18;21;15;5;1;34;34;27;10
128017;Empty;0;18;21;15;5;1;34;34;27;10
128018;Empty;0;18;21;15;5;1;34;33;27;10
128019;Empty;0;18;20;15;5;1;34;33;27;10
128020;Empty;0;18;21;15;5;1;34;34;26;10
128021;Empty;0;18;21;15;5;1;34;34;27;10
128022;Empty;0;18;21;15;5;1;34;34;26;10
128023;Empty;0;18;19;15;5;1;34;34;27;10
128024;Empty;0;18;21;15;5;1;34;33;26;10
128025;Empty;0;18;21;15;5;1;34;33;26;10
128026;Empty;0;18;21;15;5;1;34;34;27;10
128027;Empty;0;18;21;15;5;1;34;34;27;10
128028;Empty;0;18;15;15;5;1;34;34;26;10
128029;Empty;0;18;21;15;5;1;34;34;27;10
128030;Empty;0;18;20;15;5;1;34;34;27;10
128031;Empty;0;18;21;15;5;1;34;34;27;10
128032;Empty;0;18;21;15;5;1;34;34;26;10
128033;Empty;0;18;21;15;5;1;34;34;27;10
128034;Empty;0;18;21;15;5;1;34;34;27;10
128035;Empty;0;18;21;15;5;1;34;34;26;10
128036;Empty;0;18;21;15;5;1;34;33;27;10
128037;Empty;0;18;20;15;5;1;34;33;27;10
128038;Empty;0;18;21;15;5;1;34;34;27;10
128039;Empty;0;18;21;15;5;1;34;34;26;10
128040;Empty;0;18;21;15;5;1;34;34;27;10
128041;Empty;0;18;21;15;5;1;34;34;27;10
128042;Empty;0;18;20;15;5;1;34;34;27;10
128043;Empty;0;18;21;15;5;1;34;34;26;10
128044;Empty;0;18;21;15;5;1;34;34;26;10
128045;Empty;0;18;21;15;5;1;34;34;27;10
128046;Empty;0;18;21;15;5;1;34;34;27;10
128047;Empty;0;18;21;15;5;1;34;34;27;10
128048;Empty;0;18;20;15;5;1;34;33;26;10
128049;Empty;0;18;20;15;5;1;34;34;26;10
128050;Empty;0;18;21;15;5;1;34;34;26;10
128051;Empty;0;18;21;15;5;1;34;34;27;10
128052;Empty;0;18;21;15;5;1;34;34;27;10
128053;Empty;0;18;21;15;5;1;34;34;26;10
128054;Empty;0;18;21;15;5;1;34;33;26;10
128055;Empty;0;18;20;15;5;1;34;34;26;10
