Nr;Color;Sensor0;Red0;Green0;Blue0;Intensity0;Sensor1;Red1;Green1;Blue1;Intensity1
122815;Black;0;21;24;18;6;1;40;40;31;12
122816;Black;0;21;24;18;6;1;40;40;31;12
122817;Black;0;21;23;18;6;1;40;40;31;12
122818;Black;0;21;24;18;6;1;40;40;31;12
122819;Black;0;21;24;18;6;1;39;40;31;12
122820;Black;0;21;24;18;6;1;40;40;31;12
122821;Black;0;21;24;18;6;1;40;40;32;12
122822;Black;0;21;24;18;6;1;40;40;32;12
122823;Black;0;21;23;18;6;1;39;40;32;12
122824;Black;0;21;23;18;6;1;40;40;31;12
122825;Black;0;21;24;18;6;1;40;40;32;12
122826;Black;0;21;24;18;6;1;40;40;31;12
122827;Black;0;21;24;18;6;1;40;40;31;12
122828;Black;0;21;24;18;6;1;40;40;32;12
122829;Black;0;21;23;18;6;1;40;40;31;12
122830;Black;0;21;24;18;6;1;39;40;35;12
122831;Black;0;21;24;18;6;1;40;40;32;12
122832;Black;0;21;24;18;6;1;40;40;31;12
122833;Black;0;21;24;25;6;1;40;40;32;12
122834;Black;0;21;24;18;6;1;40;40;31;12
122835;Black;0;21;24;18;6;1;40;40;31;12
122836;Black;0;21;24;18;6;1;40;40;31;12
122837;Black;0;21;24;18;6;1;40;40;32;12
122838;Black;0;21;24;18;6;1;40;40;31;12
122839;Black;0;21;23;18;6;1;40;40;32;12
122840;Black;0;21;24;18;6;1;40;40;31;12
122841;Black;0;21;23;18;6;1;40;40;31;12
122842;Black;0;21;23;18;6;1;39;40;31;12
122843;Black;0;21;24;18;6;1;40;44;31;12
122844;Black;0;21;24;18;6;1;40;40;31;12
122845;Black;0;21;24;18;6;1;40;40;31;12
122846;Black;0;21;24;18;6;1;40;40;31;12
122847;Black;0;21;23;18;6;1;39;40;31;12
122848;Black;0;21;24;18;6;1;39;40;31;12
122849;Black;0;21;24;18;6;1;40;40;31;12
122850;Black;0;21;24;18;6;1;40;40;31;12
122851;Black;0;21;24;18;6;1;40;40;31;12
122852;Black;0;21;23;18;6;1;40;40;31;12
122853;Black;0;21;23;18;6;1;40;40;31;12
122854;Black;0;21;23;18;6;1;39;40;31;12
122855;Black;0;21;24;18;6;1;40;40;31;12
122856;Black;0;21;24;18;6;1;40;40;31;12
122857;Black;0;21;24;18;6;1;40;40;32;12
122858;Black;0;21;23;18;6;1;39;40;32;12
122859;Black;0;21;23;18;6;1;39;40;31;12
122860;Black;0;21;23;18;6;1;40;40;31;12
122861;Black;0;21;24;18;6;1;40;40;31;12
122862;Black;0;21;24;18;6;1;39;40;31;12
122863;Black;0;21;24;18;6;1;40;40;32;12
122864;Black;0;21;24;18;6;1;40;40;31;12
122865;Black;0;21;23;18;6;1;39;40;31;12
122866;Black;0;21;23;18;6;1;40;40;32;12
122867;Black;0;21;24;18;6;1;40;40;34;12
122868;Black;0;21;24;18;6;1;40;40;32;12
122869;Black;0;21;24;18;6;1;40;40;32;12
122870;Black;0;21;24;18;6;1;40;40;31;12
122871;Black;0;21;24;18;6;1;40;40;31;12
122872;Black;0;21;24;17;6;1;40;40;31;12
122873;Black;0;21;24;18;6;1;40;40;32;12
122874;Black;0;21;24;18;6;1;40;40;32;12
122875;Black;0;21;24;18;6;1;40;40;31;12
122876;Black;0;21;23;18;6;1;40;40;31;12
122877;Black;0;21;24;18;6;1;40;40;31;12
122878;Black;0;21;24;18;6;1;40;40;32;12
122879;Black;0;21;24;18;6;1;40;40;32;12
122880;Black;0;21;24;18;6;1;40;40;32;12
122881;Black;0;21;24;18;6;1;40;40;31;12
122882;Black;0;21;24;18;6;1;40;40;31;12
122883;Black;0;21;24;17;6;1;39;40;31;12
122884;Black;0;21;24;18;6;1;40;40;31;12
122885;Black;0;21;24;18;6;1;40;40;32;12
122886;Black;0;21;24;18;6;1;40;40;36;12
122887;Black;0;21;24;18;6;1;39;40;31;12
122888;Black;0;21;24;18;6;1;40;40;31;12
122889;Black;0;21;24;17;6;1;39;40;31;12
122890;Black;0;21;24;18;6;1;40;40;31;12
122891;Black;0;21;24;18;6;1;40;40;31;12
122892;Black;0;21;24;18;6;1;40;40;31;12
122893;Black;0;21;24;18;6;1;40;40;31;12
122894;Black;0;21;24;18;6;1;39;40;31;12
122895;Black;0;21;24;18;6;1;39;40;31;12
122896;Black;0;21;24;18;6;1;40;40;31;12
122897;Black;0;21;24;18;6;1;40;40;31;12
122898;Black;0;21;24;18;6;1;40;40;31;12
122899;Black;0;21;24;18;6;1;40;40;31;12
122900;Black;0;21;23;18;6;1;39;40;31;12
122901;Black;0;21;24;18;6;1;39;40;31;12
122902;Black;0;21;24;18;6;1;40;40;31;12
122903;Black;0;21;24;18;6;1;40;40;32;12
122904;Black;0;21;24;18;6;1;40;40;31;12
122905;Black;0;21;24;18;6;1;40;40;31;12
122906;Black;0;21;24;18;6;1;40;40;31;12
122907;Black;0;21;23;18;6;1;40;40;31;12
122908;Black;0;21;24;18;6;1;44;40;31;12
122909;Black;0;21;24;18;6;1;40;40;31;12
122910;Black;0;21;24;18;6;1;40;40;31;12
122911;Black;0;21;24;18;6;1;40;40;31;12
122912;Black;0;21;23;18;6;1;40;40;31;12
122913;Black;0;21;23;18;6;1;39;40;32;12
122914;Black;0;21;24;18;6;1;40;40;32;12
122915;Black;0;21;24;18;6;1;40;40;31;12
122916;Black;0;21;24;18;6;1;40;40;31;12
122917;Black;0;21;24;17;6;1;40;40;31;12
122918;Black;0;21;24;18;6;1;40;40;31;12
122919;Black;0;21;24;18;6;1;40;40;31;12
122920;Black;0;21;23;18;6;1;40;40;32;12
122921;Black;0;16;24;18;6;1;40;40;32;12
122922;Black;0;21;24;18;6;1;40;40;31;12
122923;Black;0;21;24;18;6;1;40;40;31;12
122924;Black;0;21;24;18;6;1;40;40;32;12
122925;Black;0;21;23;18;6;1;40;40;31;12
122926;Black;0;21;23;18;6;1;40;40;32;12
122927;Black;0;21;24;18;6;1;39;40;31;12
122928;Black;0;21;23;18;6;1;40;40;31;12
122929;Black;0;21;23;17;6;1;40;40;32;12
122930;Black;0;21;23;18;6;1;40;40;32;12
122931;Black;0;21;24;18;6;1;40;40;31;12
122932;Black;0;21;24;18;6;1;39;36;32;12
122933;Black;0;21;24;18;6;1;40;40;31;12
122934;Black;0;21;23;18;6;1;40;40;31;12
122935;Black;0;21;23;18;6;1;40;40;32;12
122936;Black;0;21;24;18;6;1;40;40;29;12
122937;Black;0;21;23;18;6;1;40;40;32;12
122938;Black;0;21;24;18;6;1;40;40;31;12
122939;Black;0;21;24;18;6;1;40;40;31;12
122940;Black;0;21;24;18;6;1;42;40;31;12
122941;Black;0;21;24;18;6;1;40;40;31;12
122942;Black;0;21;23;17;6;1;39;40;32;12
122943;Black;0;21;24;18;6;1;40;40;32;12
122944;Black;0;21;24;18;6;1;40;40;31;12
122945;Black;0;21;24;18;6;1;40;40;31;12
122946;Black;0;21;24;18;6;1;40;40;32;12
122947;Black;0;21;24;18;6;1;40;40;31;12
122948;Black;0;21;23;18;6;1;40;40;31;12
122949;Black;0;21;23;18;6;1;40;40;31;12
122950;Black;0;21;24;18;6;1;40;40;31;12
122951;Black;0;21;24;18;6;1;40;40;31;12
122952;Black;0;21;24;17;6;1;40;40;32;12
122953;Black;0;21;24;18;6;1;40;40;32;12
122954;Black;0;21;24;18;6;1;40;40;31;12
122955;Black;0;21;24;18;6;1;40;40;32;12
122956;Black;0;21;24;18;6;1;40;40;32;12
122957;Black;0;21;24;18;6;1;40;40;31;12
122958;Black;0;21;24;18;6;1;40;40;25;12
122959;Black;0;21;23;18;6;1;40;40;31;12
122960;Black;0;21;24;18;6;1;40;40;32;12
122961;Black;0;21;24;17;6;1;40;40;32;12
122962;Black;0;21;23;18;6;1;40;40;32;12
122963;Black;0;21;24;18;6;1;40;40;32;12
122964;Black;0;21;24;18;6;1;40;40;31;12
122965;Black;0;21;24;18;6;1;40;40;32;12
122966;Black;0;21;23;18;6;1;40;40;32;12
122967;Black;0;21;24;18;6;1;40;40;32;12
122968;Black;0;21;24;18;6;1;40;40;32;12
122969;Black;0;21;30;18;6;1;40;40;32;12
122970;Black;0;21;24;18;9;1;40;40;31;12
122971;Black;0;21;23;17;6;1;40;40;32;12
122972;Black;0;21;23;18;6;1;40;40;32;12
122973;Black;0;21;23;18;6;1;40;40;30;12
122974;Black;0;21;24;18;6;1;40;40;32;12
122975;Black;0;21;24;18;6;1;40;40;32;12
122976;Black;0;21;24;18;6;1;40;40;32;12
122977;Black;0;21;23;18;6;1;40;40;32;12
122978;Black;0;21;24;18;6;1;40;40;31;12
122979;Black;0;21;24;18;6;1;40;40;32;12
122980;Black;0;21;24;18;6;1;40;40;32;12
122981;Black;0;21;24;18;6;1;40;40;31;12
122982;Black;0;21;24;18;6;1;40;40;31;12
122983;Black;0;21;23;18;6;1;40;40;32;12
122984;Black;0;21;23;18;6;1;39;40;32;12
122985;Black;0;21;24;18;6;1;40;40;32;12
122986;Black;0;21;24;18;6;1;40;47;32;12
122987;Black;0;21;24;18;6;1;40;40;32;12
122988;Black;0;21;24;18;6;1;40;40;32;12
122989;Black;0;21;30;18;6;1;40;40;31;12
122990;Black;0;21;24;18;6;1;39;40;31;12
122991;Black;0;21;24;18;6;1;40;40;32;12
122992;Black;0;21;24;18;6;1;40;40;31;12
122993;Black;0;21;24;18;6;1;40;40;32;12
122994;Black;0;21;23;18;6;1;40;40;32;12
122995;Black;0;21;23;18;6;1;40;40;32;12
122996;Black;0;21;23;18;6;1;40;40;32;12
122997;Black;0;21;23;18;6;1;39;40;32;12
122998;Black;0;21;24;18;6;1;40;40;31;12
122999;Black;0;21;24;18;6;1;40;40;32;12
123000;Black;0;21;23;18;6;1;40;40;24;12
123001;Black;0;21;23;18;6;1;40;40;31;12
123002;Black;0;21;24;18;6;1;40;40;32;12
123003;Black;0;21;24;22;6;1;40;40;31;12
123004;Black;0;21;24;18;6;1;40;40;32;12
123005;Black;0;21;24;18;6;1;40;40;32;12
123006;Black;0;21;23;18;6;1;40;40;31;12
123007;Black;0;21;24;18;6;1;40;40;32;12
123008;Black;0;21;23;18;6;1;40;40;32;12
123009;Black;0;21;24;18;6;1;40;40;32;12
123010;Black;0;21;24;18;6;1;40;40;32;12
123011;Black;0;21;24;18;6;1;40;40;32;12
123012;Black;0;21;23;18;6;1;40;40;31;12
123013;Black;0;21;24;18;6;1;40;40;32;12
123014;Black;0;21;23;18;6;1;40;40;32;12
123015;Black;0;21;24;18;6;1;40;40;32;12
123016;Black;0;21;24;18;6;1;40;40;32;12
123017;Black;0;21;24;18;6;1;40;40;32;12
123018;Black;0;21;24;18;6;1;40;40;32;12
123019;Black;0;21;23;18;6;1;40;40;32;12
123020;Black;0;21;24;18;6;1;40;40;32;12
123021;Black;0;21;24;18;6;1;40;40;32;12
123022;Black;0;21;23;18;6;1;40;40;32;12
123023;Black;0;21;24;18;6;1;40;40;32;12
123024;Black;0;21;23;18;6;1;40;40;32;12
123025;Black;0;21;24;18;6;1;40;40;32;12
123026;Black;0;21;25;18;6;1;40;41;32;12
123027;Black;0;21;24;18;6;1;40;40;32;12
123028;Black;0;21;24;18;6;1;40;40;32;12
123029;Black;0;21;24;18;6;1;40;40;32;12
123030;Black;0;21;24;18;6;1;40;40;32;12
123031;Black;0;21;24;17;6;1;40;40;31;12
123032;Black;0;21;24;18;6;1;40;41;32;12
123033;Black;0;21;24;18;6;1;40;40;32;12
123034;Black;0;21;24;18;6;1;40;41;32;12
123035;Black;0;21;24;18;6;1;40;40;32;12
123036;Black;0;21;24;18;6;1;40;40;32;12
123037;Black;0;21;23;18;6;1;40;40;32;12
123038;Black;0;21;24;18;6;1;40;40;32;12
123039;Black;0;21;24;18;6;1;40;41;32;12
123040;Black;0;21;24;18;6;1;40;40;32;12
123041;Black;0;21;24;18;6;1;40;40;32;12
123042;Black;0;21;23;18;6;1;40;40;31;12
123043;Black;0;21;24;17;6;1;40;40;32;12
123044;Black;0;26;24;18;6;1;40;40;32;12
123045;Black;0;21;24;18;6;1;40;40;32;12
123046;Black;0;21;24;18;6;1;40;40;32;12
123047;Black;0;21;24;18;6;1;40;40;32;12
123048;Black;0;21;24;18;6;1;40;40;32;12
123049;Black;0;21;23;18;6;1;40;40;32;12
123050;Black;0;21;24;18;6;1;40;40;31;12
123051;Black;0;21;24;18;6;1;40;40;32;12
123052;Black;0;21;23;18;6;1;40;40;32;12
123053;Black;0;21;24;18;6;1;40;40;31;12
123054;Black;0;20;24;18;6;1;40;40;32;12
123055;Black;0;21;24;18;6;1;40;40;32;12
123056;Black;0;21;23;18;6;1;45;40;31;12
123057;Black;0;21;24;18;6;1;40;40;32;12
123058;Black;0;21;24;17;6;1;40;40;32;12
123059;Black;0;21;24;18;6;1;40;40;31;12
123060;Black;0;21;23;18;6;1;40;40;31;12
123061;Black;0;21;23;17;6;1;40;40;32;12
123062;Black;0;21;24;18;6;1;40;40;32;12
123063;Black;0;21;24;18;6;1;40;40;32;12
123064;Black;0;21;24;18;6;1;40;40;32;12
123065;Black;0;21;24;18;6;1;40;40;32;12
123066;Black;0;21;24;18;6;1;40;40;32;12
123067;Black;0;21;23;18;6;1;40;40;32;12
123068;Black;0;21;24;18;6;1;40;40;32;12
123069;Black;0;21;24;18;6;1;40;40;32;12
123070;Black;0;21;24;18;6;1;40;40;32;12
123071;Black;0;21;23;17;6;1;40;40;32;12
123072;Black;0;21;24;18;6;1;40;40;32;12
123073;Black;0;21;23;18;6;1;40;40;32;12
123074;Black;0;21;23;18;6;1;40;40;32;12
123075;Black;0;21;24;18;6;1;40;40;32;12
123076;Black;0;21;24;18;6;1;40;40;32;12
123077;Black;0;21;23;17;6;1;40;40;32;12
123078;Black;0;21;23;17;6;1;40;40;32;12
123079;Black;0;21;24;18;6;1;40;40;32;12
123080;Black;0;21;23;18;6;1;40;40;32;12
123081;Black;0;21;24;18;6;1;40;40;32;12
123082;Black;0;21;24;18;6;1;40;41;32;12
123083;Black;0;21;24;18;6;1;40;40;32;12
123084;Black;0;21;24;18;6;1;40;40;32;12
123085;Black;0;21;24;18;6;1;40;40;32;12
123086;Black;0;21;24;18;6;1;40;41;32;12
123087;Black;0;21;24;18;6;1;40;40;32;12
123088;Black;0;21;24;18;6;1;40;41;32;12
123089;Black;0;21;24;18;6;1;40;40;32;12
123090;Black;0;21;24;18;6;1;40;40;32;12
123091;Black;0;21;24;18;6;1;40;41;32;12
123092;Black;0;21;24;18;6;1;40;41;32;12
123093;Black;0;21;24;18;6;1;40;40;32;12
123094;Black;0;21;24;18;6;1;40;41;32;12
123095;Black;0;21;24;18;6;1;40;40;32;12
123096;Black;0;21;24;18;6;1;40;40;32;12
123097;Black;0;21;24;18;6;1;40;40;32;12
123098;Black;0;21;24;18;6;1;40;40;32;12
123099;Black;0;21;29;18;6;1;40;40;32;12
123100;Black;0;21;24;18;6;1;40;41;32;12
123101;Black;0;21;24;18;6;1;40;40;32;12
123102;Black;0;21;24;18;6;1;40;40;32;12
123103;Black;0;21;23;18;6;1;40;40;31;12
123104;Black;0;21;24;18;6;1;40;41;32;12
123105;Black;0;21;23;18;6;1;40;40;32;12
123106;Black;0;21;23;18;6;1;40;40;32;12
123107;Black;0;21;24;18;6;1;40;40;32;12
123108;Black;0;21;24;18;6;1;40;40;32;12
123109;Black;0;21;23;18;6;1;40;41;32;12
123110;Black;0;21;24;18;6;1;40;40;32;12
123111;Black;0;21;24;18;6;1;40;41;32;12
123112;Black;0;21;24;18;6;1;40;40;32;12
123113;Black;0;21;24;17;6;1;40;40;32;12
123114;Black;0;21;23;18;6;1;40;40;32;12
123115;Black;0;21;24;18;6;1;40;40;32;12
123116;Black;0;21;24;18;6;1;40;40;32;12
123117;Black;0;21;24;18;6;1;40;40;32;12
123118;Black;0;21;23;17;6;1;40;40;32;12
123119;Black;0;21;24;18;6;1;40;40;32;12
123120;Black;0;21;23;18;6;1;40;40;32;12
123121;Black;0;21;24;18;6;1;40;40;32;12
123122;Black;0;21;24;18;6;1;40;41;32;12
123123;Black;0;21;24;18;6;1;40;40;32;12
123124;Black;0;21;24;18;6;1;40;40;32;12
123125;Black;0;21;24;17;6;1;40;40;32;12
123126;Black;0;21;23;18;6;1;40;40;32;12
123127;Black;0;21;24;18;6;1;40;41;32;12
123128;Black;0;21;23;18;6;1;40;40;32;12
123129;Black;0;21;23;18;6;1;40;40;32;12
123130;Black;0;21;23;18;6;1;40;40;32;12
123131;Black;0;21;23;17;6;1;40;40;32;12
123132;Black;0;21;23;18;6;1;40;40;32;12
123133;Black;0;21;23;18;6;1;40;40;31;12
123134;Black;0;21;24;18;6;1;40;40;32;12
123135;Black;0;21;24;18;6;1;40;40;32;12
123136;Black;0;21;23;17;6;1;40;40;32;12
123137;Black;0;21;23;17;6;1;40;40;32;12
123138;Black;0;21;24;18;6;1;40;40;32;12
123139;Black;0;21;24;18;6;1;40;41;32;12
123140;Black;0;21;24;18;6;1;40;41;32;12
123141;Black;0;21;23;18;6;1;40;41;32;12
123142;Black;0;21;24;18;6;1;40;40;32;12
123143;Black;0;21;23;18;6;1;40;40;32;12
123144;Black;0;21;24;17;6;1;40;41;32;12
123145;Black;0;21;24;18;6;1;40;41;32;12
123146;Black;0;21;23;18;6;1;40;41;32;12
123147;Black;0;21;24;18;6;1;40;41;32;12
123148;Black;0;21;23;18;6;1;40;40;32;8
123149;Black;0;21;24;18;6;1;40;40;32;12
123150;Black;0;21;16;18;6;1;40;41;32;12
123151;Black;0;21;23;18;6;1;40;40;32;12
123152;Black;0;21;24;18;6;1;40;41;32;12
123153;Black;0;21;24;18;6;1;40;41;32;12
123154;Black;0;21;24;18;6;1;40;40;32;12
123155;Black;0;21;23;18;6;1;40;40;32;12
123156;Black;0;21;24;18;6;1;40;41;32;12
123157;Black;0;21;24;18;6;1;40;40;32;12
123158;Black;0;21;24;18;6;1;40;41;32;12
123159;Black;0;21;24;18;6;1;40;40;32;12
123160;Black;0;21;24;18;6;1;40;40;32;12
123161;Black;0;21;24;18;6;1;40;40;32;12
123162;Black;0;21;24;18;6;1;40;40;32;12
123163;Black;0;21;24;18;6;1;40;41;32;12
123164;Black;0;21;24;18;6;1;40;41;32;12
123165;Black;0;26;24;18;6;1;40;40;32;12
123166;Black;0;21;23;18;6;1;40;40;32;12
123167;Black;0;21;23;18;6;1;40;40;32;12
123168;Black;0;21;24;18;6;1;40;41;32;12
123169;Black;0;21;24;18;6;1;40;40;32;12
123170;Black;0;21;24;18;6;1;40;40;32;12
123171;Black;0;21;24;18;6;1;40;40;32;12
123172;Black;0;21;23;18;6;1;40;40;32;12
123173;Black;0;21;24;18;6;1;40;40;32;12
123174;Black;0;21;24;17;6;1;40;41;32;12
123175;Black;0;21;24;18;6;1;40;41;32;12
123176;Black;0;21;24;18;6;1;40;40;32;12
123177;Black;0;21;23;18;6;1;40;40;29;12
123178;Black;0;21;23;18;6;1;40;40;32;12
123179;Black;0;21;24;18;6;1;40;41;32;12
123180;Black;0;21;24;18;6;1;40;40;32;12
123181;Black;0;21;24;18;6;1;40;41;32;12
123182;Black;0;21;24;18;6;1;40;41;32;12
123183;Black;0;21;23;18;6;1;40;40;32;12
123184;Black;0;21;24;18;6;1;40;40;32;12
123185;Black;0;21;24;18;6;1;40;41;32;12
123186;Black;0;21;24;18;6;1;40;40;32;12
123187;Black;0;21;23;18;6;1;44;41;32;12
123188;Black;0;21;23;20;6;1;40;40;32;12
123189;Black;0;21;23;18;6;1;40;40;32;12
123190;Black;0;21;23;18;6;1;40;41;32;12
123191;Black;0;21;24;18;6;1;40;41;32;12
123192;Black;0;21;24;18;6;1;40;41;32;12
123193;Black;0;21;24;18;6;1;40;41;32;12
123194;Black;0;21;23;18;6;1;40;40;32;12
123195;Black;0;21;23;18;6;1;40;40;32;12
123196;Black;0;21;24;18;6;1;40;40;32;12
123197;Black;0;21;24;18;6;1;40;41;32;12
123198;Black;0;21;24;18;6;1;40;41;32;12
123199;Black;0;28;24;18;6;1;40;41;32;12
123200;Black;0;21;23;18;6;1;40;40;32;12
123201;Black;0;21;23;18;6;1;40;40;32;12
123202;Black;0;21;24;18;6;1;40;41;32;12
123203;Black;0;21;23;18;6;1;40;40;32;12
123204;Black;0;21;24;18;6;1;40;41;32;12
123205;Black;0;21;24;18;6;1;40;41;32;12
123206;Black;0;21;24;18;6;1;40;41;32;12
123207;Black;0;21;23;18;6;1;40;40;32;12
123208;Black;0;21;24;18;6;1;34;41;32;12
123209;Black;0;21;24;18;6;1;40;41;32;12
123210;Black;0;21;24;18;6;1;40;41;32;12
123211;Black;0;21;24;18;6;1;40;41;32;12
123212;Black;0;21;24;18;6;1;40;41;32;12
123213;Black;0;21;23;18;6;1;40;41;32;12
123214;Black;0;21;24;18;6;1;40;41;32;12
123215;Black;0;21;23;18;6;1;40;41;32;12
123216;Black;0;21;24;18;6;1;40;41;32;12
123217;Black;0;21;23;17;6;1;40;41;32;12
123218;Black;0;21;23;17;6;1;40;40;32;12
123219;Black;0;21;23;18;6;1;40;40;32;12
123220;Black;0;21;24;18;6;1;40;41;32;12
123221;Black;0;21;24;22;6;1;40;41;32;12
123222;Black;0;21;24;18;6;1;40;41;32;12
123223;Black;0;21;23;18;6;1;40;40;32;12
123224;Black;0;21;23;18;6;1;40;40;32;12
123225;Black;0;21;23;18;6;1;40;40;32;12
123226;Black;0;21;24;18;6;1;40;40;32;12
123227;Black;0;21;24;18;6;1;40;40;32;12
123228;Black;0;21;24;18;6;1;40;41;32;12
123229;Black;0;21;23;17;6;1;40;40;32;12
123230;Black;0;21;23;18;6;1;40;40;32;12
123231;Black;0;21;23;18;6;1;40;40;32;12
123232;Black;0;21;23;18;6;1;40;40;32;12
123233;Black;0;21;24;18;6;1;40;40;32;12
123234;Black;0;21;24;18;6;1;40;40;32;12
123235;Black;0;21;24;18;6;1;40;40;32;12
123236;Black;0;21;24;18;6;1;40;40;32;12
123237;Black;0;21;24;18;6;1;40;40;32;12
123238;Black;0;21;24;18;6;1;40;41;32;12
123239;Black;0;21;24;18;6;1;40;41;32;12
123240;Black;0;21;24;18;6;1;40;41;32;12
123241;Black;0;21;24;18;6;1;40;40;32;12
123242;Black;0;21;23;18;6;1;40;40;32;12
123243;Black;0;21;24;18;6;1;40;41;32;12
123244;Black;0;21;24;18;6;1;40;40;32;12
123245;Black;0;21;24;18;6;1;40;40;32;12
123246;Black;0;21;24;18;6;1;40;40;32;12
123247;Black;0;21;24;18;6;1;40;40;32;12
123248;Black;0;21;23;17;6;1;40;40;32;12
123249;Black;0;21;24;18;6;1;40;40;32;12
123250;Black;0;21;24;18;6;1;40;40;32;12
123251;Black;0;21;24;18;6;1;40;41;32;12
123252;Black;0;21;24;18;6;1;40;40;35;12
123253;Black;0;21;23;18;6;1;40;40;32;12
123254;Black;0;21;23;18;6;1;40;41;32;12
123255;Black;0;21;24;18;6;1;40;41;32;12
123256;Black;0;21;24;18;6;1;40;41;32;12
123257;Black;0;21;24;18;6;1;40;41;32;12
123258;Black;0;21;23;18;6;1;40;40;32;12
123259;Black;0;25;24;18;6;1;40;40;32;12
123260;Black;0;21;24;17;6;1;40;41;32;12
123261;Black;0;21;24;18;6;1;40;41;32;12
123262;Black;0;21;24;18;6;1;40;41;32;12
123263;Black;0;21;23;18;6;1;40;41;32;12
123264;Black;0;21;23;18;6;1;40;40;32;12
123265;Black;0;21;24;18;6;1;40;40;32;12
123266;Black;0;21;24;18;6;1;40;41;32;12
123267;Black;0;21;24;18;6;1;40;41;32;12
123268;Black;0;21;23;18;6;1;40;41;32;12
123269;Black;0;21;23;17;6;1;40;41;32;12
123270;Black;0;21;23;17;6;1;40;40;32;12
123271;Black;0;21;23;18;6;1;40;41;32;12
123272;Black;0;21;24;18;6;1;40;41;32;12
123273;Black;0;21;24;18;6;1;40;41;32;12
123274;Black;0;21;24;18;6;1;40;41;32;12
123275;Black;0;21;24;18;6;1;40;41;32;12
123276;Black;0;21;23;18;6;1;40;41;32;12
123277;Black;0;21;23;18;6;1;40;41;32;12
123278;Black;0;21;24;18;6;1;40;41;32;12
123279;Black;0;21;24;18;6;1;40;41;32;12
123280;Black;0;21;23;18;6;1;40;41;32;12
123281;Black;0;28;24;18;6;1;40;41;32;12
123282;Black;0;21;23;18;6;1;40;41;32;12
123283;Black;0;21;23;18;6;1;48;41;32;12
123284;Black;0;21;24;18;6;1;40;41;32;12
123285;Black;0;21;24;18;6;1;40;41;32;12
123286;Black;0;21;24;18;6;1;40;41;32;12
123287;Black;0;21;24;18;6;1;40;41;32;12
123288;Black;0;21;24;18;6;1;40;41;32;12
123289;Black;0;21;23;18;6;1;40;40;32;12
123290;Black;0;21;24;18;6;1;40;41;32;12
123291;Black;0;21;24;18;6;1;40;41;32;12
123292;Black;0;21;24;18;6;1;40;41;32;12
123293;Black;0;21;23;18;6;1;40;40;32;12
123294;Black;0;21;23;18;6;1;40;40;32;12
123295;Black;0;21;23;18;6;1;40;40;32;12
123296;Black;0;21;24;18;6;1;40;41;32;12
123297;Black;0;21;27;17;6;1;40;41;32;12
123298;Black;0;21;23;18;6;1;40;41;32;12
123299;Black;0;21;24;18;6;1;40;40;32;12
123300;Black;0;21;24;18;6;1;40;40;32;12
123301;Black;0;21;24;18;6;1;40;40;32;12
123302;Black;0;21;24;17;6;1;40;41;32;12
123303;Black;0;21;24;18;6;1;40;41;32;12
123304;Black;0;21;24;18;6;1;40;40;32;12
123305;Black;0;21;23;18;6;1;40;40;32;9
123306;Black;0;21;23;18;6;1;40;40;32;12
123307;Black;0;21;23;18;6;1;40;40;32;12
123308;Black;0;21;24;18;6;1;40;41;32;12
123309;Black;0;21;24;18;6;1;40;40;32;12
123310;Black;0;21;24;18;6;1;40;40;32;12
123311;Black;0;21;23;24;6;1;40;40;32;12
123312;Black;0;21;23;17;6;1;40;40;32;12
123313;Black;0;21;23;18;6;1;40;41;32;12
123314;Black;0;21;24;18;6;1;40;40;32;12
123315;Black;0;21;23;18;6;1;40;41;32;12
123316;Black;0;21;24;18;6;1;40;41;32;12
123317;Black;0;21;23;18;6;1;40;41;32;12
123318;Black;0;21;24;17;6;1;40;40;32;12
123319;Black;0;21;24;18;6;1;33;40;32;12
123320;Black;0;21;24;18;6;1;40;41;32;12
123321;Black;0;21;24;17;6;1;40;41;32;12
123322;Black;0;21;23;18;6;1;40;41;32;12
123323;Black;0;21;23;18;6;1;40;40;32;12
123324;Black;0;21;23;18;6;1;40;40;32;12
123325;Black;0;21;24;17;6;1;40;41;32;12
123326;Black;0;21;24;18;6;1;40;41;32;12
123327;Black;0;21;24;18;6;1;40;41;32;12
123328;Black;0;21;24;18;6;1;40;41;32;12
123329;Black;0;21;24;18;6;1;40;41;32;12
123330;Black;0;21;23;18;6;1;40;40;32;12
123331;Black;0;21;24;18;6;1;40;40;32;12
123332;Black;0;21;24;18;6;1;40;41;32;12
123333;Black;0;21;24;18;6;1;40;41;32;12
123334;Black;0;21;23;18;6;1;40;41;32;12
123335;Black;0;21;23;20;6;1;40;40;32;12
123336;Black;0;21;24;18;6;1;40;40;32;12
123337;Black;0;21;23;17;6;1;40;41;32;12
123338;Black;0;21;24;18;6;1;40;41;32;12
123339;Black;0;21;24;18;6;1;40;41;32;12
123340;Black;0;21;23;18;6;1;40;41;32;12
123341;Black;0;21;23;18;6;1;40;40;32;12
123342;Black;0;21;24;18;6;1;40;40;32;12
123343;Black;0;21;24;18;6;1;40;41;32;12
123344;Black;0;21;24;18;6;1;40;41;32;12
123345;Black;0;21;23;18;6;1;40;38;32;12
123346;Black;0;21;23;18;6;1;40;40;32;16
123347;Black;0;21;24;18;6;1;40;41;32;12
123348;Black;0;21;24;17;6;1;40;40;32;12
123349;Black;0;21;24;18;6;1;40;40;32;12
123350;Black;0;21;24;17;6;1;40;40;32;12
